dev_cat,dev_name,api_data_type
completion,title_iv.loan_recip.transf_completed_4yr_by.2yrs,float
completion,title_iv.loan_recip.transf_completed_2yr_by.2yrs,float
completion,title_iv.loan_recip.withdrawn_by.2yrs,float
completion,title_iv.loan_recip.transf_withdrawn_4yr_by.2yrs,float
completion,title_iv.loan_recip.transf_withdrawn_2yr_by.2yrs,float
completion,title_iv.loan_recip.still_enrolled_by.2yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.2yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.2yrs,float
completion,title_iv.loan_recip.unknown_by.2yrs,float
completion,title_iv.loan_recip.transf_unknown_4yr_by.2yrs,float
completion,title_iv.loan_recip.transf_unknown_2yr_by.2yrs,float
completion,title_iv.no_loan.died_by.2yrs,float
completion,title_iv.no_loan.completed_by.2yrs,float
completion,title_iv.no_loan.transf_completed_4yr_by.2yrs,float
completion,title_iv.no_loan.transf_completed_2yr_by.2yrs,float
completion,title_iv.no_loan.withdrawn_by.2yrs,float
completion,title_iv.no_loan.transf_withdrawn_4yr_by.2yrs,float
completion,title_iv.no_loan.transf_withdrawn_2yr_by.2yrs,float
completion,title_iv.no_loan.still_enrolled_by.2yrs,float
completion,title_iv.no_loan.transf_still_enrolled_4yr_by.2yrs,float
completion,title_iv.no_loan.transf_still_enrolled_2yr_by.2yrs,float
completion,title_iv.no_loan.unknown_by.2yrs,float
completion,title_iv.no_loan.transf_unknown_4yr_by.2yrs,float
completion,title_iv.no_loan.transf_unknown_2yr_by.2yrs,float
completion,title_iv.first_gen.died_by.2yrs,float
completion,title_iv.first_gen.completed_by.2yrs,float
completion,title_iv.first_gen.transf_completed_4yr_by.2yrs,float
completion,title_iv.first_gen.transf_completed_2yr_by.2yrs,float
completion,title_iv.first_gen.withdrawn_by.2yrs,float
completion,title_iv.first_gen.transf_withdrawn_4yr_by.2yrs,float
completion,title_iv.first_gen.transf_withdrawn_2yr_by.2yrs,float
completion,title_iv.first_gen.still_enrolled_by.2yrs,float
completion,title_iv.first_gen.transf_still_enrolled_4yr_by.2yrs,float
completion,title_iv.first_gen.transf_still_enrolled_2yr_by.2yrs,float
completion,title_iv.first_gen.unknown_by.2yrs,float
completion,title_iv.first_gen.transf_unknown_4yr_by.2yrs,float
completion,title_iv.first_gen.transf_unknown_2yr_by.2yrs,float
completion,title_iv.not_first_gen.died_by.2yrs,float
completion,title_iv.not_first_gen.completed_by.2yrs,float
completion,title_iv.not_first_gen.transf_completed_4yr_by.2yrs,float
completion,title_iv.not_first_gen.transf_completed_2yr_by.2yrs,float
completion,title_iv.not_first_gen.withdrawn_by.2yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.2yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.2yrs,float
completion,title_iv.not_first_gen.still_enrolled_by.2yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.2yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.2yrs,float
completion,title_iv.not_first_gen.unknown_by.2yrs,float
completion,title_iv.not_first_gen.transf_unknown_4yr_by.2yrs,float
completion,title_iv.not_first_gen.transf_unknown_2yr_by.2yrs,float
completion,title_iv.died_by.3yrs,float
completion,title_iv.completed_by.3yrs,float
completion,title_iv.transf_completed_4yr_by.3yrs,float
completion,title_iv.transf_completed_2yr_by.3yrs,float
completion,title_iv.withdrawn_by.3yrs,float
completion,title_iv.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.still_enrolled_by.3yrs,float
completion,title_iv.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.unknown_by.3yrs,float
completion,title_iv.transf_unknown_4yr_by.3yrs,float
completion,title_iv.transf_unknown_2yr_by.3yrs,float
completion,title_iv.low_inc.died_by.3yrs,float
completion,title_iv.low_inc.completed_by.3yrs,float
completion,title_iv.low_inc.transf_completed_4yr_by.3yrs,float
completion,title_iv.low_inc.transf_completed_2yr_by.3yrs,float
completion,title_iv.low_inc.withdrawn_by.3yrs,float
completion,title_iv.low_inc.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.low_inc.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.low_inc.still_enrolled_by.3yrs,float
completion,title_iv.low_inc.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.low_inc.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.low_inc.unknown_by.3yrs,float
completion,title_iv.low_inc.transf_unknown_4yr_by.3yrs,float
completion,title_iv.low_inc.transf_unknown_2yr_by.3yrs,float
completion,title_iv.mid_inc.died_by.3yrs,float
completion,title_iv.mid_inc.completed_by.3yrs,float
completion,title_iv.mid_inc.transf_completed_4yr_by.3yrs,float
completion,title_iv.mid_inc.transf_completed_2yr_by.3yrs,float
completion,title_iv.mid_inc.withdrawn_by.3yrs,float
completion,title_iv.mid_inc.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.mid_inc.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.mid_inc.still_enrolled_by.3yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.mid_inc.unknown_by.3yrs,float
completion,title_iv.mid_inc.transf_unknown_4yr_by.3yrs,float
completion,title_iv.mid_inc.transf_unknown_2yr_by.3yrs,float
completion,title_iv.high_inc.died_by.3yrs,float
completion,title_iv.high_inc.completed_by.3yrs,float
completion,title_iv.high_inc.transf_completed_4yr_by.3yrs,float
completion,title_iv.high_inc.transf_completed_2yr_by.3yrs,float
completion,title_iv.high_inc.withdrawn_by.3yrs,float
completion,title_iv.high_inc.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.high_inc.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.high_inc.still_enrolled_by.3yrs,float
completion,title_iv.high_inc.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.high_inc.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.high_inc.unknown_by.3yrs,float
completion,title_iv.high_inc.transf_unknown_4yr_by.3yrs,float
completion,title_iv.high_inc.transf_unknown_2yr_by.3yrs,float
completion,title_iv.depend.died_by.3yrs,float
completion,title_iv.depend.completed_by.3yrs,float
completion,title_iv.depend.transf_completed_4yr_by.3yrs,float
completion,title_iv.depend.transf_completed_2yr_by.3yrs,float
completion,title_iv.depend.withdrawn_by.3yrs,float
completion,title_iv.depend.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.depend.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.depend.still_enrolled_by.3yrs,float
completion,title_iv.depend.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.depend.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.depend.unknown_by.3yrs,float
completion,title_iv.depend.transf_unknown_4yr_by.3yrs,float
completion,title_iv.depend.transf_unknown_2yr_by.3yrs,float
completion,title_iv.independ.died_by.3yrs,float
completion,title_iv.independ.completed_by.3yrs,float
completion,title_iv.independ.transf_completed_4yr_by.3yrs,float
completion,title_iv.independ.transf_completed_2yr_by.3yrs,float
completion,title_iv.independ.withdrawn_by.3yrs,float
completion,title_iv.independ.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.independ.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.independ.still_enrolled_by.3yrs,float
completion,title_iv.independ.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.independ.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.independ.unknown_by.3yrs,float
completion,title_iv.independ.transf_unknown_4yr_by.3yrs,float
completion,title_iv.independ.transf_unknown_2yr_by.3yrs,float
completion,title_iv.female.died_by.3yrs,float
completion,title_iv.female.completed_by.3yrs,float
completion,title_iv.female.transf_completed_4yr_by.3yrs,float
completion,title_iv.female.transf_completed_2yr_by.3yrs,float
completion,title_iv.female.withdrawn_by.3yrs,float
completion,title_iv.female.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.female.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.female.still_enrolled_by.3yrs,float
completion,title_iv.female.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.female.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.female.unknown_by.3yrs,float
completion,title_iv.female.transf_unknown_4yr_by.3yrs,float
completion,title_iv.female.transf_unknown_2yr_by.3yrs,float
completion,title_iv.male.died_by.3yrs,float
completion,title_iv.male.completed_by.3yrs,float
completion,title_iv.male.transf_completed_4yr_by.3yrs,float
completion,title_iv.male.transf_completed_2yr_by.3yrs,float
completion,title_iv.male.withdrawn_by.3yrs,float
completion,title_iv.male.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.male.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.male.still_enrolled_by.3yrs,float
completion,title_iv.male.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.male.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.male.unknown_by.3yrs,float
completion,title_iv.male.transf_unknown_4yr_by.3yrs,float
completion,title_iv.male.transf_unknown_2yr_by.3yrs,float
completion,title_iv.pell_recip.died_by.3yrs,float
completion,title_iv.pell_recip.completed_by.3yrs,float
completion,title_iv.pell_recip.transf_completed_4yr_by.3yrs,float
completion,title_iv.pell_recip.transf_completed_2yr_by.3yrs,float
completion,title_iv.pell_recip.withdrawn_by.3yrs,float
completion,title_iv.pell_recip.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.pell_recip.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.pell_recip.still_enrolled_by.3yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.pell_recip.unknown_by.3yrs,float
completion,title_iv.pell_recip.transf_unknown_4yr_by.3yrs,float
completion,title_iv.pell_recip.transf_unknown_2yr_by.3yrs,float
completion,title_iv.no_pell.died_by.3yrs,float
completion,title_iv.no_pell.completed_by.3yrs,float
completion,title_iv.no_pell.transf_completed_4yr_by.3yrs,float
completion,title_iv.no_pell.transf_completed_2yr_by.3yrs,float
completion,title_iv.no_pell.withdrawn_by.3yrs,float
completion,title_iv.no_pell.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.no_pell.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.no_pell.still_enrolled_by.3yrs,float
completion,title_iv.no_pell.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.no_pell.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.no_pell.unknown_by.3yrs,float
completion,title_iv.no_pell.transf_unknown_4yr_by.3yrs,float
completion,title_iv.no_pell.transf_unknown_2yr_by.3yrs,float
completion,title_iv.loan_recip.died_by.3yrs,float
completion,title_iv.loan_recip.completed_by.3yrs,float
completion,title_iv.loan_recip.transf_completed_4yr_by.3yrs,float
completion,title_iv.loan_recip.transf_completed_2yr_by.3yrs,float
completion,title_iv.loan_recip.withdrawn_by.3yrs,float
completion,title_iv.loan_recip.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.loan_recip.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.loan_recip.still_enrolled_by.3yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.loan_recip.unknown_by.3yrs,float
completion,title_iv.loan_recip.transf_unknown_4yr_by.3yrs,float
completion,title_iv.loan_recip.transf_unknown_2yr_by.3yrs,float
completion,title_iv.no_loan.died_by.3yrs,float
completion,title_iv.no_loan.completed_by.3yrs,float
completion,title_iv.no_loan.transf_completed_4yr_by.3yrs,float
completion,title_iv.no_loan.transf_completed_2yr_by.3yrs,float
completion,title_iv.no_loan.withdrawn_by.3yrs,float
completion,title_iv.no_loan.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.no_loan.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.no_loan.still_enrolled_by.3yrs,float
completion,title_iv.no_loan.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.no_loan.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.no_loan.unknown_by.3yrs,float
completion,title_iv.no_loan.transf_unknown_4yr_by.3yrs,float
completion,title_iv.no_loan.transf_unknown_2yr_by.3yrs,float
completion,title_iv.first_gen.died_by.3yrs,float
completion,title_iv.first_gen.completed_by.3yrs,float
completion,title_iv.first_gen.transf_completed_4yr_by.3yrs,float
completion,title_iv.first_gen.transf_completed_2yr_by.3yrs,float
completion,title_iv.first_gen.withdrawn_by.3yrs,float
completion,title_iv.first_gen.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.first_gen.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.first_gen.still_enrolled_by.3yrs,float
completion,title_iv.first_gen.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.first_gen.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.first_gen.unknown_by.3yrs,float
completion,title_iv.first_gen.transf_unknown_4yr_by.3yrs,float
completion,title_iv.first_gen.transf_unknown_2yr_by.3yrs,float
completion,title_iv.not_first_gen.died_by.3yrs,float
completion,title_iv.not_first_gen.completed_by.3yrs,float
completion,title_iv.not_first_gen.transf_completed_4yr_by.3yrs,float
completion,title_iv.not_first_gen.transf_completed_2yr_by.3yrs,float
completion,title_iv.not_first_gen.withdrawn_by.3yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.3yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.3yrs,float
completion,title_iv.not_first_gen.still_enrolled_by.3yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.3yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.3yrs,float
completion,title_iv.not_first_gen.unknown_by.3yrs,float
completion,title_iv.not_first_gen.transf_unknown_4yr_by.3yrs,float
completion,title_iv.not_first_gen.transf_unknown_2yr_by.3yrs,float
completion,title_iv.died_by.4yrs,float
completion,title_iv.completed_by.4yrs,float
completion,title_iv.transf_completed_4yr_by.4yrs,float
completion,title_iv.transf_completed_2yr_by.4yrs,float
completion,title_iv.withdrawn_by.4yrs,float
completion,title_iv.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.still_enrolled_by.4yrs,float
completion,title_iv.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.unknown_by.4yrs,float
completion,title_iv.transf_unknown_4yr_by.4yrs,float
completion,title_iv.transf_unknown_2yr_by.4yrs,float
completion,title_iv.low_inc.died_by.4yrs,float
completion,title_iv.low_inc.completed_by.4yrs,float
completion,title_iv.low_inc.transf_completed_4yr_by.4yrs,float
completion,title_iv.low_inc.transf_completed_2yr_by.4yrs,float
completion,title_iv.low_inc.withdrawn_by.4yrs,float
completion,title_iv.low_inc.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.low_inc.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.low_inc.still_enrolled_by.4yrs,float
completion,title_iv.low_inc.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.low_inc.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.low_inc.unknown_by.4yrs,float
completion,title_iv.low_inc.transf_unknown_4yr_by.4yrs,float
completion,title_iv.low_inc.transf_unknown_2yr_by.4yrs,float
completion,title_iv.mid_inc.died_by.4yrs,float
completion,title_iv.mid_inc.completed_by.4yrs,float
completion,title_iv.mid_inc.transf_completed_4yr_by.4yrs,float
completion,title_iv.mid_inc.transf_completed_2yr_by.4yrs,float
completion,title_iv.mid_inc.withdrawn_by.4yrs,float
completion,title_iv.mid_inc.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.mid_inc.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.mid_inc.still_enrolled_by.4yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.mid_inc.unknown_by.4yrs,float
completion,title_iv.mid_inc.transf_unknown_4yr_by.4yrs,float
completion,title_iv.mid_inc.transf_unknown_2yr_by.4yrs,float
completion,title_iv.high_inc.died_by.4yrs,float
completion,title_iv.high_inc.completed_by.4yrs,float
completion,title_iv.high_inc.transf_completed_4yr_by.4yrs,float
completion,title_iv.high_inc.transf_completed_2yr_by.4yrs,float
completion,title_iv.high_inc.withdrawn_by.4yrs,float
completion,title_iv.high_inc.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.high_inc.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.high_inc.still_enrolled_by.4yrs,float
completion,title_iv.high_inc.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.high_inc.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.high_inc.unknown_by.4yrs,float
completion,title_iv.high_inc.transf_unknown_4yr_by.4yrs,float
completion,title_iv.high_inc.transf_unknown_2yr_by.4yrs,float
completion,title_iv.depend.died_by.4yrs,float
completion,title_iv.depend.completed_by.4yrs,float
completion,title_iv.depend.transf_completed_4yr_by.4yrs,float
completion,title_iv.depend.transf_completed_2yr_by.4yrs,float
completion,title_iv.depend.withdrawn_by.4yrs,float
completion,title_iv.depend.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.depend.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.depend.still_enrolled_by.4yrs,float
completion,title_iv.depend.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.depend.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.depend.unknown_by.4yrs,float
completion,title_iv.depend.transf_unknown_4yr_by.4yrs,float
completion,title_iv.depend.transf_unknown_2yr_by.4yrs,float
completion,title_iv.independ.died_by.4yrs,float
completion,title_iv.independ.completed_by.4yrs,float
completion,title_iv.independ.transf_completed_4yr_by.4yrs,float
completion,title_iv.independ.transf_completed_2yr_by.4yrs,float
completion,title_iv.independ.withdrawn_by.4yrs,float
completion,title_iv.independ.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.independ.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.independ.still_enrolled_by.4yrs,float
completion,title_iv.independ.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.independ.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.independ.unknown_by.4yrs,float
completion,title_iv.independ.transf_unknown_4yr_by.4yrs,float
completion,title_iv.independ.transf_unknown_2yr_by.4yrs,float
completion,title_iv.female.died_by.4yrs,float
completion,title_iv.female.completed_by.4yrs,float
completion,title_iv.female.transf_completed_4yr_by.4yrs,float
completion,title_iv.female.transf_completed_2yr_by.4yrs,float
completion,title_iv.female.withdrawn_by.4yrs,float
completion,title_iv.female.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.female.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.female.still_enrolled_by.4yrs,float
completion,title_iv.female.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.female.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.female.unknown_by.4yrs,float
completion,title_iv.female.transf_unknown_4yr_by.4yrs,float
completion,title_iv.female.transf_unknown_2yr_by.4yrs,float
completion,title_iv.male.died_by.4yrs,float
completion,title_iv.male.completed_by.4yrs,float
completion,title_iv.male.transf_completed_4yr_by.4yrs,float
completion,title_iv.male.transf_completed_2yr_by.4yrs,float
completion,title_iv.male.withdrawn_by.4yrs,float
completion,title_iv.male.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.male.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.male.still_enrolled_by.4yrs,float
completion,title_iv.male.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.male.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.male.unknown_by.4yrs,float
completion,title_iv.male.transf_unknown_4yr_by.4yrs,float
completion,title_iv.male.transf_unknown_2yr_by.4yrs,float
completion,title_iv.pell_recip.died_by.4yrs,float
completion,title_iv.pell_recip.completed_by.4yrs,float
completion,title_iv.pell_recip.transf_completed_4yr_by.4yrs,float
completion,title_iv.pell_recip.transf_completed_2yr_by.4yrs,float
completion,title_iv.pell_recip.withdrawn_by.4yrs,float
completion,title_iv.pell_recip.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.pell_recip.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.pell_recip.still_enrolled_by.4yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.pell_recip.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.pell_recip.unknown_by.4yrs,float
completion,title_iv.pell_recip.transf_unknown_4yr_by.4yrs,float
completion,title_iv.pell_recip.transf_unknown_2yr_by.4yrs,float
completion,title_iv.no_pell.died_by.4yrs,float
completion,title_iv.no_pell.completed_by.4yrs,float
completion,title_iv.no_pell.transf_completed_4yr_by.4yrs,float
completion,title_iv.no_pell.transf_completed_2yr_by.4yrs,float
completion,title_iv.no_pell.withdrawn_by.4yrs,float
completion,title_iv.no_pell.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.no_pell.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.no_pell.still_enrolled_by.4yrs,float
completion,title_iv.no_pell.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.no_pell.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.no_pell.unknown_by.4yrs,float
completion,title_iv.no_pell.transf_unknown_4yr_by.4yrs,float
completion,title_iv.no_pell.transf_unknown_2yr_by.4yrs,float
completion,title_iv.loan_recip.died_by.4yrs,float
completion,title_iv.loan_recip.completed_by.4yrs,float
completion,title_iv.loan_recip.transf_completed_4yr_by.4yrs,float
completion,title_iv.loan_recip.transf_completed_2yr_by.4yrs,float
completion,title_iv.loan_recip.withdrawn_by.4yrs,float
completion,title_iv.loan_recip.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.loan_recip.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.loan_recip.still_enrolled_by.4yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.loan_recip.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.loan_recip.unknown_by.4yrs,float
completion,title_iv.loan_recip.transf_unknown_4yr_by.4yrs,float
completion,title_iv.loan_recip.transf_unknown_2yr_by.4yrs,float
completion,title_iv.no_loan.died_by.4yrs,float
completion,title_iv.no_loan.completed_by.4yrs,float
completion,title_iv.no_loan.transf_completed_4yr_by.4yrs,float
completion,title_iv.no_loan.transf_completed_2yr_by.4yrs,float
completion,title_iv.no_loan.withdrawn_by.4yrs,float
completion,title_iv.no_loan.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.no_loan.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.no_loan.still_enrolled_by.4yrs,float
completion,title_iv.no_loan.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.no_loan.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.no_loan.unknown_by.4yrs,float
completion,title_iv.no_loan.transf_unknown_4yr_by.4yrs,float
completion,title_iv.no_loan.transf_unknown_2yr_by.4yrs,float
completion,title_iv.first_gen.died_by.4yrs,float
completion,title_iv.first_gen.completed_by.4yrs,float
completion,title_iv.first_gen.transf_completed_4yr_by.4yrs,float
completion,title_iv.first_gen.transf_completed_2yr_by.4yrs,float
completion,title_iv.first_gen.withdrawn_by.4yrs,float
completion,title_iv.first_gen.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.first_gen.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.first_gen.still_enrolled_by.4yrs,float
completion,title_iv.first_gen.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.first_gen.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.first_gen.unknown_by.4yrs,float
completion,title_iv.first_gen.transf_unknown_4yr_by.4yrs,float
completion,title_iv.first_gen.transf_unknown_2yr_by.4yrs,float
completion,title_iv.not_first_gen.died_by.4yrs,float
completion,title_iv.not_first_gen.completed_by.4yrs,float
completion,title_iv.not_first_gen.transf_completed_4yr_by.4yrs,float
completion,title_iv.not_first_gen.transf_completed_2yr_by.4yrs,float
completion,title_iv.not_first_gen.withdrawn_by.4yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_4yr_by.4yrs,float
completion,title_iv.not_first_gen.transf_withdrawn_2yr_by.4yrs,float
completion,title_iv.not_first_gen.still_enrolled_by.4yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_4yr_by.4yrs,float
completion,title_iv.not_first_gen.transf_still_enrolled_2yr_by.4yrs,float
completion,title_iv.not_first_gen.unknown_by.4yrs,float
completion,title_iv.not_first_gen.transf_unknown_4yr_by.4yrs,float
completion,title_iv.not_first_gen.transf_unknown_2yr_by.4yrs,float
completion,title_iv.died_by.6yrs,float
completion,title_iv.completed_by.6yrs,float
completion,title_iv.transf_completed_4yr_by.6yrs,float
completion,title_iv.transf_completed_2yr_by.6yrs,float
completion,title_iv.withdrawn_by.6yrs,float
completion,title_iv.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.still_enrolled_by.6yrs,float
completion,title_iv.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.unknown_by.6yrs,float
completion,title_iv.transf_unknown_4yr_by.6yrs,float
completion,title_iv.transf_unknown_2yr_by.6yrs,float
completion,title_iv.low_inc.died_by.6yrs,float
completion,title_iv.low_inc.completed_by.6yrs,float
completion,title_iv.low_inc.transf_completed_4yr_by.6yrs,float
completion,title_iv.low_inc.transf_completed_2yr_by.6yrs,float
completion,title_iv.low_inc.withdrawn_by.6yrs,float
completion,title_iv.low_inc.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.low_inc.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.low_inc.still_enrolled_by.6yrs,float
completion,title_iv.low_inc.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.low_inc.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.low_inc.unknown_by.6yrs,float
completion,title_iv.low_inc.transf_unknown_4yr_by.6yrs,float
completion,title_iv.low_inc.transf_unknown_2yr_by.6yrs,float
completion,title_iv.mid_inc.died_by.6yrs,float
completion,title_iv.mid_inc.completed_by.6yrs,float
completion,title_iv.mid_inc.transf_completed_4yr_by.6yrs,float
completion,title_iv.mid_inc.transf_completed_2yr_by.6yrs,float
completion,title_iv.mid_inc.withdrawn_by.6yrs,float
completion,title_iv.mid_inc.transf_withdrawn_4yr_by.6yrs,float
completion,title_iv.mid_inc.transf_withdrawn_2yr_by.6yrs,float
completion,title_iv.mid_inc.still_enrolled_by.6yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_4yr_by.6yrs,float
completion,title_iv.mid_inc.transf_still_enrolled_2yr_by.6yrs,float
completion,title_iv.mid_inc.unknown_by.6yrs,float
completion,title_iv.mid_inc.transf_unknown_4yr_by.6yrs,float
completion,title_iv.mid_inc.transf_unknown_2yr_by.6yrs,float
completion,title_iv.high_inc.died_by.6yrs,float
completion,title_iv.high_inc.completed_by.6yrs,float
completion,title_iv.high_inc.transf_completed_4yr_by.6yrs,float
completion,title_iv.high_inc.transf_completed_2yr_by.6yrs,float
completion,title_iv.high_inc.withdrawn_by.6yrs,float
